"global_index","worker","episode","episode_index","name","region","address","address_display","category","card_menu","menus","output_file","output_path"
"292","3","EP.67","5","우정식당","전북 전주시","전북 전주시 완산구 풍남문2길 55 (전동3가 2)","전북 전주시 완산구 풍남문2길 55","국밥","전주 또간집에서 풍자가 먹고 간 콩나물국밥","전주 또간집에서 풍자가 먹고 간 콩나물국밥 (8,000원) / 사장님이 직접 끓여서 만드는 기가 막힌 모주 (2,000원) / 사장님이 직접 끓여서 만드는 기가 막힌 모주 (15,000원) / 사장님이 직접 끓여서 만드는 기가 막힌 모주 (10,000원) / 오징어한마리 (8,000원) / 오징어반마리 (5,000원) / 만두 (5,000원)","005_우정식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.67\005_우정식당.png"
"293","3","EP.67","6","현대닭내장","전북 전주시","전북 전주시 완산구 공북로 98 (서노송동 655-4)","전북 전주시 완산구 공북로 98","닭요리","닭내장탕(대)","닭내장탕(대) (40,000원) / 닭내장탕(소) (28,000원) / 닭내장탕(중) (35,000원) / 닭내장탕(특대) (50,000원) / 돼지갈비전골(중) (35,000원) / 공기밥/라면사리 (1,000원) / 돼지갈비전골(특대) (50,000원) / 돼지갈비전골(대) (40,000원) / 돼지갈비전골(소) (28,000원) / 비빔 (2,000원)","006_현대닭내장.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.67\006_현대닭내장.png"
"294","4","EP.68","1","포사이","경기 광주시","경기 광주시 퇴촌면 정영로 574 (도수리 89-8)","경기 광주시 퇴촌면 정영로 574","베트남음식","쌀국수 대 12,000","쌀국수 대 12,000 (10,000원) / 월남쌈 3인분 39000 (27,000원) / 양지차돌쌀국수(작은그릇) (10,000원) / 양지차돌쌀국수(큰그릇) (12,000원) / 차돌박이 쌀국수 작은그릇 (10,000원) / 차돌박이쌀국수 큰그릇 (12,000원) / 돼지고기 숯불구이덮밥과 에그롤 (11,000원) / 쌀국수,돼지고기 숯불구이덮밥과 에그롤 (12,000원) / 에그롤 (4,000원) / 스프링롤 (4,000원) / 모듬롤 (5,000원) / 쌈고기 추가 (4,000원) / 양지추가 (4,000원)","001_포사이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.68\001_포사이.png"
"295","4","EP.68","2","발리비스트로","서울 마포구","서울 마포구 백범로1길 8-15 (노고산동 31-74)","서울 마포구 백범로1길 8-15","","미고렝","","002_발리비스트로.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.68\002_발리비스트로.png"
"296","4","EP.68","3","가마마루이라멘","서울 서대문구","서울 서대문구 성산로22길 4 (창천동 91-6)","서울 서대문구 성산로22길 4","일본식라면","가마마루이 시그니쳐 돈코츠라멘","가마마루이 시그니쳐 돈코츠라멘 (10,000원) / 진한 돈코츠 육수와 자가 제면에 두툼한 챠슈 5장이 올려가 라멘의 깊은 맛과 풍미가 일품 (13,000원) / 매콤한 양념과 진한 육수가 조화롭게 어우러진 일본식 매운 라멘의 자극적이고 중독성 강한맛 (11,000원) / 극강의 매운맛과 진한 육수가 만나 완성된 매운맛, 애호가들을 위한 도전적인 라멘 (12,500원) / 상상을 초월하는 극한의 매운맛과 깊은 육수가 어우러져 강한 도전 정신이 필요한 라멘 (13,000원) / 저희 가마마루이 시그니처 온천란입니다~ (2,000원) / 신선한 닭고기정육을 맛있게 염지한뒤, 노릇하게 바삭하게 2번튀겨 더욱 맛있습니다 (7,000원) / 크고 통통한 새우를 노릇하게 튀겨내 달큰한 맛과 바삭한 식감이 일품인 새우튀김 요리 (5,000원) / 라멘에 넣어먹으면 누룽지탕같은 매력을 느끼실수있습니다~! (2,500원)","003_가마마루이라멘.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.68\003_가마마루이라멘.png"
"297","4","EP.68","4","홍은손칼국수전문점","서울 서대문구","서울 서대문구 홍은중앙로 27 (홍은동 48-100)","서울 서대문구 홍은중앙로 27","칼국수,만두","손칼국수","손칼국수 (9,000원)","004_홍은손칼국수전문점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.68\004_홍은손칼국수전문점.png"
"298","4","EP.68","5","왕타이","서울 용산구","서울 용산구 이태원로 151 (이태원동 176-2)","서울 용산구 이태원로 151","피부,체형관리","팟타이","","005_왕타이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.68\005_왕타이.png"
"299","4","EP.69","1","고향집","강원 인제군","강원 인제군 기린면 조침령로 115 (현리 196)","강원 인제군 기린면 조침령로 115","한식","비지찌개","","001_고향집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.69\001_고향집.png"
"300","4","EP.69","2","성전식당","경북 안동시","경북 안동시 동흥1길 9 (운흥동 205-4)","경북 안동시 동흥1길 9","한식","된장찌개(1인)","된장찌개(1인) (9,000원) / 김치찌개 (9,000원)","002_성전식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.69\002_성전식당.png"
"301","4","EP.69","3","장군멸치회촌","부산 기장군","부산 기장군 기장읍 기장해안로 607 (대변리 325-4)","부산 기장군 기장읍 기장해안로 607","해물,생선요리","2인 세트","2인 세트 (50,000원) / 멸치튀김 (10,000원) / 멸치구이 (10,000원) / 갈치찌개 (50,000원)","003_장군멸치회촌.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.69\003_장군멸치회촌.png"
"302","4","EP.69","4","명월집","인천 중구","인천 중구 신포로23번길 41 (중앙동3가 4-46)","인천 중구 신포로23번길 41","백반,가정식","김치찌개백반","김치찌개백반 (10,000원)","004_명월집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.69\004_명월집.png"
"303","4","EP.69","5","진국집","충남 서산시","충남 서산시 관아문길 19-10 (읍내동 1)","충남 서산시 관아문길 19-10","게요리","봄꽃게장(1마리)","봄꽃게장(1마리) (26,000원) / 우럭젓국/2인 (65,000원) / 제육추가 (14,000원) / 오징어추가 (14,000원) / 세트메뉴 2인 이상 (34,000원) / 세트메뉴 2인 이상(2인기준 1마리, 추가1마리 12000) (34,000원) / 게국지(백반) (10,000원) / 우럭포찜 2인 (60,000원) / 게국지 오징어볶음/2인 (34,000원) / 어리굴젓 (5,000원) / 보리굴비추가 (14,000원) / 수육추가 (14,000원) / 누룽지 (2,000원)","005_진국집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.69\005_진국집.png"
"304","4","EP.70","1","진미옥","경기 동두천시","경기 동두천시 생연로 185-1 (생연동 578-55)","경기 동두천시 생연로 185-1","곰탕,설렁탕","설렁탕","설렁탕 (10,000원) / 특설렁탕 (15,000원) / 양지설렁탕 (15,000원) / 수육 (30,000원) / 양지수육 (35,000원) / 수육전골찜大 (70,000원) / 수육전골찜小 (50,000원)","001_진미옥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.70\001_진미옥.png"
"305","4","EP.70","2","용문원조능이버섯국밥","경기 양평군","경기 양평군 용문면 용문역길 12 (다문리 737-34)","경기 양평군 용문면 용문역길 12","국밥","백숙","백숙 (80,000원) / 막국수 (7,000원) / 1인분 세트메뉴 (전골 + 약초밥). 2인 이상 주 (15,000원) / 능이버섯전골 2인분 포장됩니다.(진공포장/아이스팩 포함) (30,000원) / 능이버섯전골 3인분 포장됩니다.(진공포장/아이스팩 포함) (45,000원) / 능이국밥 (15,000원)","002_용문원조능이버섯국밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.70\002_용문원조능이버섯국밥.png"
"306","4","EP.70","3","유화초전복죽","경북 포항시","경북 포항시 북구 죽도시장2길 32 (죽도동 576-2)","경북 포항시 북구 죽도시장2길 32","죽","깻잎무침 소","깻잎무침 소 (15,000원) / 깻잎무침 대 (20,000원) / 고들빼기 소 (15,000원) / 고들빼기 대 (20,000원) / 간장고추1kg (20,000원) / 포장메뉴 (25,000원) / 포장메뉴 (20,000원) / 포장메뉴 (30,000원) / 전복죽(일반) (17,000원) / 특 전복죽 (22,000원) / 전복회 (변동) / 전복구이 (변동) / 전복물회 (30,000원)","003_유화초전복죽.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.70\003_유화초전복죽.png"
"307","4","EP.70","4","해당화굴구이","충남 보령시","충남 보령시 천북면 홍보로 1061 (장은리 산205)","충남 보령시 천북면 홍보로 1061","굴요리","*베스트* 석화1망+가리비1KG 4인베스트","*베스트* 석화1망+가리비1KG 4인베스트 (65,000원) / 생굴+굴무침+굴전+하프쉘+소라찜+굴,가리비찜 +2인기준 국수or라면 선택1 (35,000원) / 구이반찜반 두가지맛 (60,000원) / 연탄에 구워 먹던 옛 추억이 떠오를때! (60,000원) / 깔끔하게 먹고싶을때 (50,000원) / 석화반망+가리비1KG 2인 최적 (60,000원) / 석화반망+가리비1KG 2인 최적 (50,000원) / 들기름 레몬즙 초장의 조화 (35,000원) / 가성비 최고의 굴파티 (25,000원) / 동치미국물베이스 (25,000원) / 새콤달콤 (25,000원) / 소라 (25,000원) / 낙지탕탕이 (25,000원) / 찜or구이선택가능 (20,000원) / 굴밥 (15,000원)","004_해당화굴구이.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.70\004_해당화굴구이.png"
"308","4","EP.70","5","산수파김치장어","충남 서산시","충남 서산시 해미면 산수로 6 (산수리 산72-13)","충남 서산시 해미면 산수로 6","장어,먹장어요리","초벌된장어를 매콤한소스와 새콤한 파김치와 함께 졸여먹는 파김치장어조림","초벌된장어를 매콤한소스와 새콤한 파김치와 함께 졸여먹는 파김치장어조림 (45,000원) / 어죽 (9,000원) / 누룽지 (2,000원) / 비빔 공기 (2,000원)","005_산수파김치장어.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.70\005_산수파김치장어.png"
"309","4","EP.71","1","송정떡갈비 1호점","광주 광산구","광주 광산구 광산로29번길 1 (송정2동 826-3)","광주 광산구 광산로29번길 1","육류,고기요리","한우떡갈비+쌈채소+쌈장+고추+마늘+쌈무+뼈국 (공기밥 미포함)","한우떡갈비+쌈채소+쌈장+고추+마늘+쌈무+뼈국 (공기밥 미포함) (27,000원) / 떡갈비+쌈채소+쌈장+고추+마늘+쌈무+뼈국 (공기밥 미포함) (18,000원) / 육회비빔밥(1 인분) (12,000원) / 유황오리떡갈비+쌈채소+쌈장+고추+마늘+쌈무+뼈국 (공기밥 미포함) (19,000원) / (공기밥 미포함) (50,000원) / 육회반접시(150g) (30,000원) / 음료(사이다 1병 350ml) (2,000원) / 음료(콜라 1병 350ml) (2,000원) / 음료(환타(파인) 1병 350ml) (2,000원)","001_송정떡갈비 1호점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.71\001_송정떡갈비 1호점.png"
"310","4","EP.71","2","너도나도식당","서울 영등포구","서울 영등포구 양평로 126 (양평동5가 57-1)","서울 영등포구 양평로 126","한식","제육볶음","","002_너도나도식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.71\002_너도나도식당.png"
"311","4","EP.71","3","한일식당","서울 종로구","서울 종로구 수표로20길 16-17 (관수동 43-2)","서울 종로구 수표로20길 16-17","생선구이","갈치구이","갈치구이 (15,000원) / 황태구이 (14,000원) / 조기구이 (14,000원) / 삼치구이 (14,000원) / 꽁치구이 (14,000원) / 고등어구이 (14,000원)","003_한일식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.71\003_한일식당.png"
"312","4","EP.71","4","맛나게장","전남 여수시","전남 여수시 신기남3길 22-4 (신기동 66-10)","전남 여수시 신기남3길 22-4","게요리","맛나게장상표가 없는 제품은 맛나게장 상품이 아님을 알려드립니다. 인터넷판매x 전화판매o","맛나게장상표가 없는 제품은 맛나게장 상품이 아님을 알려드립니다. 인터넷판매x 전화판매o (변동) / 돌게정식(간장&양념)과+갓김치넣은 고등어조림 한상차림 (16,000원) / 연평도산 암꽃게정식(간장&양념)과+돌산갓을넣은 갓고등어조림 + 날치알 한상차림 (30,000원) / 연평도산 알배기 암꽃게 5~6마리 (100,000원) / 연평도산 알배기 암꽃게 3~4마리 (90,000원) / 포장판매-양념꽃게장3.0kg (105,000원) / 포장판매-양념꽃게장2.0kg) (95,000원) / 포장판매-간장돌게장3.5kg (45,000원) / 포장판매-간장돌게장2.0kg (35,000원) / 포장판매-양념돌게장2.5kg (50,000원) / 포장판매-양념돌게장1.5kg (40,000원) / 포장판매-여수돌산갓김치5kg (50,000원) / 포장판매-여수돌산갓김치3kg (30,000원) / 초등학생 (12,000원) / 치즈돈가스 (12,000원)","004_맛나게장.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.71\004_맛나게장.png"
"313","4","EP.71","5","삼대젓갈직판장","전북 부안군","전북 부안군 진서면 곰소항길 25 (곰소리 619)","전북 부안군 진서면 곰소항길 25","젓갈","백합탕 젓갈세트 2인","백합탕 젓갈세트 2인 (30,000원) / 백합탕 젓갈세트 3인 (40,000원) / 백합탕 젓갈세트 4인 (50,000원) / 공기밥 (1,000원)","005_삼대젓갈직판장.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.71\005_삼대젓갈직판장.png"
"314","4","EP.72","1","진흥반점","대구 남구","대구 남구 이천로28길 43-2 (이천동 311-28)","대구 남구 이천로28길 43-2","중식당","짬뽕","짬뽕 (10,000원) / 짬뽕밥 (11,000원) / 볶음밥 (10,000원) / 짜장면 (6,000원)","001_진흥반점.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.72\001_진흥반점.png"
"315","4","EP.72","2","청학식당","대구 남구","대구 남구 봉덕로1길 52-1 (봉덕동 599-12)","대구 남구 봉덕로1길 52-1","한식","대구탕","","002_청학식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.72\002_청학식당.png"
"316","4","EP.72","3","꼬꼬하우스","대구 동구","대구 동구 아양로9길 10 (신암동 597-1)","대구 동구 아양로9길 10","치킨,닭강정","닭똥집","","003_꼬꼬하우스.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.72\003_꼬꼬하우스.png"
"317","4","EP.72","4","미성복어불고기","대구 수성구","대구 수성구 들안로 87 (상동 12-7)","대구 수성구 들안로 87","복어요리","복어불고기","","004_미성복어불고기.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.72\004_미성복어불고기.png"
"318","4","EP.72","5","태능집","대구 중구","대구 중구 달성로22길 86 (수창동 91-7)","대구 중구 달성로22길 86","포장마차","우동","우동 (4,000원) / 돼지불고기(중) (12,000원) / 돼지불고기(대) (18,000원) / 돼지불고기(특대) (24,000원)","005_태능집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.72\005_태능집.png"
"319","4","EP.73","1","박순례손말이고기 산정집","강원 원주시","강원 원주시 천사로 203-15 (일산동 217-8)","강원 원주시 천사로 203-15","소고기구이","파 ,꽈리고추, 표고버섯 3가지 맛을 선택하실수 있습니다. 꽈리고추, 표고버섯은 한정판매","파 ,꽈리고추, 표고버섯 3가지 맛을 선택하실수 있습니다. 꽈리고추, 표고버섯은 한정판매 (27,000원) / 한우가 듬뿍 들어간 된장찌개 뚝배기로 나옴니다. (10,000원) / 고기를 구운후 무쇠불판에 끓여먹는 오리지널맛 (4,000원) / 양념한우고명을 넣어 조물조물 남녀노소 모두 좋아하는 맛 (6,000원) / 물냉면 (7,000원) / 공기밥 (1,000원) / 음료수 (2,000원)","001_박순례손말이고기 산정집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.73\001_박순례손말이고기 산정집.png"
"320","4","EP.73","2","대구식당","경남 함안군","경남 함안군 함안면 북촌2길 50-27 (북촌리 957-16)","경남 함안군 함안면 북촌2길 50-27","","소고기국밥","","002_대구식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.73\002_대구식당.png"
"321","4","EP.73","3","삼일식육식당","경남 함양군","경남 함양군 안의면 광풍로 141 (금천리 49-69)","경남 함양군 안의면 광풍로 141","육류,고기요리","안의갈비찜 대","안의갈비찜 대 (90,000원) / 안의갈비찜 소 (75,000원) / 안의갈비탕 (18,000원)","003_삼일식육식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.73\003_삼일식육식당.png"
"322","4","EP.73","4","허파식당","서울 동대문구","서울 동대문구 왕산로26가길 17 (용두동 52-12)","서울 동대문구 왕산로26가길 17","찌개,전골","허파전골 (소)","허파전골 (소) (23,000원) / 허파전골(중) (28,000원) / 허파전골(대) (38,000원)","004_허파식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.73\004_허파식당.png"
"323","4","EP.74","1","쿠시카츠쿠마","경기 안양시","경기 안양시 동안구 관평로182번길 43 (부림동 1601-1)","경기 안양시 동안구 관평로182번길 43","이자카야","구로쿠마코스(12종)","구로쿠마코스(12종) (24,000원) / 판다코스 (35,000원) / 테바사키 (16,000원) / 닭고기가라아게 (16,000원) / 오뎅탕 (14,000원) / 고로케 (11,000원) / 문어가라아게 (13,000원) / 매운맛미소라멘 (10,000원)","001_쿠시카츠쿠마.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.74\001_쿠시카츠쿠마.png"
"324","4","EP.74","2","고가네숯불구이통닭","서울 동작구","서울 동작구 상도로 136 (상도동 190-3)","서울 동작구 상도로 136","치킨,닭강정","닭꼬치","","002_고가네숯불구이통닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.74\002_고가네숯불구이통닭.png"
"325","4","EP.74","3","망원양꼬치","서울 마포구","서울 마포구 월드컵로13길 17 (망원동 379-2)","서울 마포구 월드컵로13길 17","양꼬치","양꼬치","양꼬치 (15,000원) / 양갈비살꼬치 (17,000원) / 양사태꼬치 (15,000원) / 막창꼬치 (15,000원) / 새우꼬치 (10,000원) / 양등갈비 (18,000원) / 소갈비살꼬치 (15,000원) / 마라갈비 (18,000원) / 닭똥집/염통 (10,000원) / 닭날개 (10,000원) / 고급양갈비 (30,000원) / 콩팥 (10,000원) / 지레 (10,000원) / 오돌뼈 (11,000원) / 오징어 (12,000원)","003_망원양꼬치.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.74\003_망원양꼬치.png"
"326","4","EP.74","4","쿠이신보","서울 마포구","서울 마포구 양화로6길 38 (합정동 413-16)","서울 마포구 양화로6길 38","이자카야","야키토리 5종세트","야키토리 5종세트 (16,500원) / 야키토리 3종세트 (9,800원) / 아카미 (18,500원) / 연어사시미 (11,000원) / 요세나베 (25,000원) / 치킨난방 (16,000원) / 카라아게 (15,000원) / 명란구이 (9,000원) / 오챠즈케 (7,000원)","004_쿠이신보.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.74\004_쿠이신보.png"
"327","4","EP.75","1","온천할머니집","광주 동구","광주 동구 지호로127번길 29 (지산동 67-21)","광주 동구 지호로127번길 29","","보리밥","","001_온천할머니집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.75\001_온천할머니집.png"
"328","4","EP.75","2","대길고추불고기","부산 금정구","부산 금정구 장전로 47 (장전동 360-5)","부산 금정구 장전로 47","한식","고추장불고기","","002_대길고추불고기.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.75\002_대길고추불고기.png"
"329","4","EP.75","3","돈파스팔레","서울 관악구","서울 관악구 남부순환로 1947 (봉천동 1688-127)","서울 관악구 남부순환로 1947","","돈까스파스타","","003_돈파스팔레.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.75\003_돈파스팔레.png"
"330","4","EP.75","4","선다래","서울 용산구","서울 용산구 청파로47길 89 (청파동2가 55-8)","서울 용산구 청파로47길 89","중개업","비프오므라이스","","004_선다래.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.75\004_선다래.png"
"331","4","EP.76","1","이층횟집","경남 창원시","경남 창원시 마산합포구 진동면 미더덕로 345-1 (고현리 291-2)","경남 창원시 마산합포구 진동면 미더덕로 345-1","","미더덕덮밥","","001_이층횟집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.76\001_이층횟집.png"
"332","4","EP.76","2","용수천농원","대구 동구","대구 동구 용수동 468","대구 동구 용수동 468","유기농산물","미나리삼겹살","","002_용수천농원.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.76\002_용수천농원.png"
"333","4","EP.76","3","그린하우스","충남 보령시","충남 보령시 웅천읍 열린바다2길 22 (관당리 797-2)","충남 보령시 웅천읍 열린바다2길 22","해물,생선요리","2~3인, 산지 가격에 따라 가격이 변동될 수 있습니다","2~3인, 산지 가격에 따라 가격이 변동될 수 있습니다 (80,000원) / 바지락 칼국수, 2인이상 주문 가능 (10,000원)","003_그린하우스.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.76\003_그린하우스.png"
"334","4","EP.76","4","신창집","충남 예산군","충남 예산군 삽교읍 삽교로4길 7-9 (두리 568-51)","충남 예산군 삽교읍 삽교로4길 7-9","곱창,막창,양","곱창구이 2인분","곱창구이 2인분 (28,000원) / 볶음밥 (2,000원) / 공기밥 (1,000원) / 라면사리 (2,000원)","004_신창집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.76\004_신창집.png"
"335","4","EP.77","1","엄마네돼지찌개","광주 동구","광주 동구 문화전당로23번길 33 (금동 77)","광주 동구 문화전당로23번길 33","한식","돼지찌개(2인이상주문가능)","돼지찌개(2인이상주문가능) (12,000원)","001_엄마네돼지찌개.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.77\001_엄마네돼지찌개.png"
"336","4","EP.77","2","미세노센세","대전 서구","대전 서구 계룡로553번안길 65 (탄방동 757)","대전 서구 계룡로553번안길 65","아시아음식","채소를 이용한 깔끔한 맛의 매운 단계별 숙성카레","채소를 이용한 깔끔한 맛의 매운 단계별 숙성카레 (8,500원) / 카레우동 (9,000원) / 냉 소바 (8,500원) / 붓카케우동 (9,500원) / 생모짜렐라치즈 튀김 토핑 (2,000원) / 새우튀김 도핑 (4,000원) / 반숙계란후라이 토핑 (1,000원) / 바삭한 감자고로케 (3,500원) / 닭봉 카라아게 토핑 (4,500원) / 초리조 소세지 토핑 (3,500원) / 토마토베이컨카츠 토핑 (3,500원) / 돈카츠 토핑 (4,500원) / 에비스生두잔 주문시 카라아게 5조각 서비스 (20,000원)","002_미세노센세.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.77\002_미세노센세.png"
"337","4","EP.77","3","미정이네식당","서울 성동구","서울 성동구 성덕정15길 6-5 (성수동2가 335-138)","서울 성동구 성덕정15길 6-5","해물,생선요리","코다리찜2인분","코다리찜2인분 (30,000원) / 동태찌개 (20,000원) / 제육볶음1인분 (15,000원) / 닭볶음탕 (35,000원) / 계란말이 (12,000원) / 오징어볶음1인분 (15,000원) / 계란찜 (5,000원) / 공기밥 (1,000원) / 볶음밥 (2,000원)","003_미정이네식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.77\003_미정이네식당.png"
"338","4","EP.77","4","저수지휴게실","울산 울주군","울산 울주군 청량읍 상보두현길 53 (문죽리 1213)","울산 울주군 청량읍 상보두현길 53","한식","매운수제비","매운수제비 (8,000원) / 일반수제비 (7,000원) / 검정콩국수 (11,000원) / 찐만두(8개) (5,000원) / 일반칼국수 (7,000원)","004_저수지휴게실.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.77\004_저수지휴게실.png"
"339","4","EP.78","1","대도식당","제주 서귀포시","제주 서귀포시 솔동산로22번길 18 (서귀동 587-42)","제주 서귀포시 솔동산로22번길 18","한식","복튀김 2인분","복튀김 2인분 (30,000원) / 자리젖 (20,000원) / 참복 (20,000원) / 곤이 (10,000원) / 김치복국(1인) (15,000원) / 복매운탕 (15,000원) / 복지리 (15,000원) / 옛날메밀복국 (15,000원) / 복수육 (52,000원) / 복튀김 (52,000원) / 복찜 (52,000원)","001_대도식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.78\001_대도식당.png"
"340","4","EP.78","2","구좌상회","제주 제주시","제주 제주시 조천읍 선교로 198-5 (선흘리 3983)","제주 제주시 조천읍 선교로 198-5","카페,디저트","당근케이크","","002_구좌상회.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.78\002_구좌상회.png"
"341","4","EP.78","3","두루두루","제주 제주시","제주 제주시 삼무로3길 14 (연동 291-10)","제주 제주시 삼무로3길 14","해물,생선요리","꼼장어구이","꼼장어구이 (변동) / 한치회 (변동) / 우럭회(4인) (60,000원) / 우럭조림(대) (55,000원) / 히라스 (변동)","003_두루두루.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.78\003_두루두루.png"
"342","4","EP.78","4","성미가든","제주 제주시","제주 제주시 조천읍 교래1길 2 (교래리 532)","제주 제주시 조천읍 교래1길 2","닭요리","토종 황칠백숙","토종 황칠백숙 (변동) / 샤브샤브 2~3인 (70,000원) / 샤브샤브3~4인 (80,000원) / 닭도리탕 2~3인 (70,000원) / 닭도리탕 3~4인 (80,000원) / 소주 (5,000원) / 맥주 (5,000원)","004_성미가든.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.78\004_성미가든.png"
"343","4","EP.78","5","슬슬슬로우","제주 제주시","제주 제주시 구좌읍 덕행로 207 (행원리 2306-12)","제주 제주시 구좌읍 덕행로 207","한식","사골육수+고추야채기름 양념장","사골육수+고추야채기름 양념장 (13,000원) / 땡초양념장+돔베고기+유부+깻잎+당근+단무지 (7,000원) / 돔베고기 조금 (7,000원) / 1인 도전 성공시 무료 (5인분) (50,000원)","005_슬슬슬로우.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.78\005_슬슬슬로우.png"
"344","4","EP.79","1","돼지불백","경기 남양주시","경기 남양주시 진접읍 금강로 1001 (내곡리 251-3)","경기 남양주시 진접읍 금강로 1001","백반,가정식","돼지불백","돼지불백 (10,000원) / 공기밥 (1,000원) / 참이슬 (4,000원) / 카스 (4,000원)","001_돼지불백.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.79\001_돼지불백.png"
"345","4","EP.79","2","대성기사한식뷔페","대구 서구","대구 서구 달서천로 338 (비산동 1093-2)","대구 서구 달서천로 338","한식뷔페","성인","성인 (8,000원) / 초등학생 (5,000원) / 미취학 (4,000원)","002_대성기사한식뷔페.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.79\002_대성기사한식뷔페.png"
"346","4","EP.79","3","맛나기사식당","부산 서구","부산 서구 대영로74번길 58 (동대신동1가 389)","부산 서구 대영로74번길 58","기사식당","보글보글 오뎅 샤브 부산 로컬 대구탕 맛집","보글보글 오뎅 샤브 부산 로컬 대구탕 맛집 (10,000원) / 김치찌개 (10,000원) / 낙지볶음 (10,000원)","003_맛나기사식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.79\003_맛나기사식당.png"
"347","4","EP.79","4","장안정","서울 동대문구","서울 동대문구 답십리로 291-3 (장안동 308-9)","서울 동대문구 답십리로 291-3","곱창,막창,양","돈까스","","004_장안정.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.79\004_장안정.png"
"348","4","EP.80","1","통영식도락","경남 통영시","경남 통영시 발개로 131 (도남동 560-1)","경남 통영시 발개로 131","","해물뚝배기","","001_통영식도락.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.80\001_통영식도락.png"
"349","4","EP.80","2","경주집","부산 금정구","부산 금정구 하마2길 6 (청룡동 465-1)","부산 금정구 하마2길 6","한식","오리불고기","","002_경주집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.80\002_경주집.png"
