episodeNumber,episodeLabel,uploadDate,videoTitle,videoUrl,contentType,restaurantId,restaurantName,country,region,address,category,representativeMenu,menusAndPrices,lat,lng,phone,operationStatus,operationSummary,weeklyHours,kakaoPlaceId,placeUrl,rating,reviewCount,facilities,officialDescriptionAddress,verification,notes
162,162화,2025-05-08,[sub] 성시경의 먹을텐데 l 수유역 번동전주피순대추어탕,https://www.youtube.com/watch?v=XIRCg8aDI7M,restaurant,mogeultende_6fd0c95c4043,번동전주피순대추어탕,대한민국,서울 강북구,서울 강북구 오현로31길 173 (번동 433-54),음식점,"피순대국밥, 피순대, 모둠순대, 추어탕","피순대국밥 10,000원 | 피순대만국밥 12,000원 | 돼지머리국밥 11,000원 | 모둠국밥 11,000원 | 추어탕 10,000원 | 피순대(소) 18,000원 | 피순대(중) 25,000원 | 머리고기 25,000원 | 모둠순대 35,000원 | 술국 20,000원 | 염통·곱창·감투 20,000원 | 피순대전골 40,000원",,,,,,,,,,,{},서울 강북구 오현로31길 173 (번동 433-54),official_description,
163,163화,2025-05-19,[sub] 성시경의 먹을텐데 l 망원동 일등식당,https://www.youtube.com/watch?v=1lL4GBfr-JY,restaurant,mogeultende_39fe692ee76c,일등식당,대한민국,서울 마포구,서울 마포구 방울내로 82,해장국,해장국,"해장국 8,000원 | 해장국(특) 11,000원",37.56054708,126.90433937,02-333-0361,영업 전,09:00 오픈,수 09:00 ~ 21:00 | 목 09:00 ~ 21:00 | 금 09:00 ~ 21:00 | 토 08:30 ~ 21:00 | 일 08:30 ~ 21:00 | 월 휴무일 | 화 09:00 ~ 21:00,16050121,https://place.map.kakao.com/16050121,4.1,390,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 마포구 방울내로 82 (망원동 476-1),official_description,
164,164화,2025-05-27,[sub] 성시경의 먹을텐데 l 금호동 채원감자탕,https://www.youtube.com/watch?v=x9X-5C4PoL0,restaurant,mogeultende_5fe15868c525,채원감자탕,대한민국,서울 성동구,서울 성동구 금호산길 53-1,감자탕,뼈해장국,"뼈해장국 10,000원 | 감자탕(중) 35,000원 | 감자탕(대) 45,000원",37.55313211,127.01928414,02-2233-2769,영업 전,11:00 오픈,수 11:00 ~ 21:00 / 20:15 라스트오더 | 목 11:00 ~ 21:00 / 20:15 라스트오더 | 금 11:00 ~ 21:00 / 20:15 라스트오더 | 토 11:00 ~ 21:00 / 20:15 라스트오더 | 일 휴무일 | 월 11:00 ~ 21:00 / 20:15 라스트오더 | 화 11:00 ~ 21:00 / 20:15 라스트오더,90576968,https://place.map.kakao.com/90576968,4.8,56,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 성동구 금호산길 53-1 1층 (금호동 2가 488-1),official_description,
165,165화,2025-06-06,[sub] 성시경의 먹을텐데 l 미아역 준참치,https://www.youtube.com/watch?v=JNvJwJhx5qw,restaurant,mogeultende_bf8b274f0f60,준참치,대한민국,서울 강북구,서울 강북구 도봉로50길 8,참치회,저녁 준참치 (1인),"저녁 준참치 (1인) 70,000원",37.62539917,127.02711681,010-4886-8673,영업 전,17:00 오픈,수 17:00 ~ 23:00 | 목 17:00 ~ 23:00 | 금 17:00 ~ 23:00 | 토 17:00 ~ 23:00 | 일 휴무일 | 월 17:00 ~ 23:00 | 화 17:00 ~ 23:00,1634344278,https://place.map.kakao.com/1634344278,0,142,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 강북구 도봉로50길 8 준참치 (미아동 125-34),official_description,
166,166화,2025-06-18,[sub] 성시경의 먹을텐데 l 여의도 서궁,https://www.youtube.com/watch?v=9slrbVqZrhY,restaurant,mogeultende_a182dda65541,서궁,대한민국,서울 영등포구,서울 영등포구 국제금융로 86,중국요리,오향장육,"오향장육 37,000원 | 군만두 11,000원 | 탕수육 30,000원 | 볶음밥 9,000원",37.52020495,126.93180215,,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 | 목 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 | 금 11:00 ~ 21:00 / 15:30 ~ 16:30 브레이크타임 | 토 11:00 ~ 21:00 / 15:30 ~ 16:30 브레이크타임 | 일 휴무일 | 월 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임 | 화 11:00 ~ 22:00 / 15:00 ~ 16:30 브레이크타임,10500536,https://place.map.kakao.com/10500536,3.5,202,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 영등포구 국제금융로 86 롯데캐슬아이비 지하 1층 (여의도동 43-4),official_description,
167,167화,2025-06-20,[sub] 성시경의 먹을텐데 l 제주도 제주돔베고기집 (with.이재훈),https://www.youtube.com/watch?v=hfPyFBSzqMg,restaurant,mogeultende_1c1668c92838,제주돔베고기집,대한민국,제주특별자치도 제주시,제주특별자치도 제주시 월랑로4길 6,한식,김치돔베보쌈 (소),"김치돔베보쌈 (소) 46,000원 | 멸고국수 9,000원 | 김치돔베보쌈 (중) 53,000원 | 김치돔베보쌈 (대) 60,000원",33.4877783,126.47836205,0503-7154-1285,영업 전,11:30 오픈,수 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임 | 목 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임 | 금 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임 | 토 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임 | 일 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임 | 월 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임 | 화 11:30 ~ 23:00 / 15:00 ~ 16:30 브레이크타임,1651575345,https://place.map.kakao.com/1651575345,4.1,1991,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",제주 제주시 월랑로4길 6 (노형동 1279-1),official_description,
168,168화,2025-06-24,[sub] 성시경의 먹을텐데 l 제주도 앞뱅디식당 (with.이재훈),https://www.youtube.com/watch?v=ky1iLS85boM,restaurant,mogeultende_61bbf885e96f,앞뱅디식당,대한민국,제주특별자치도 제주시,제주특별자치도 제주시 선덕로 32,한식,각재기국,"각재기국 11,000원 | 멜튀김 18,000원 | 멜국 11,000원 | 멜조림 22,000원",33.48532913,126.49990683,064-744-7942,영업 중,21:00 까지,수 07:00 ~ 21:00 | 목 07:00 ~ 21:00 | 금 07:00 ~ 21:00 | 토 07:00 ~ 21:00 | 일 07:00 ~ 14:00 | 월 09:00 ~ 21:00 | 화 07:00 ~ 21:00,10591316,https://place.map.kakao.com/10591316,0,225,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":true}",제주 제주시 선덕로 32 (연동 324-1),official_description,
169,169화,2025-07-01,[sub] 성시경의 먹을텐데 l 양평역 양남한우정육식당 (with.정용화),https://www.youtube.com/watch?v=OuGZB0CodmQ,restaurant,mogeultende_9fd406d012ac,양남한우정육식당,대한민국,서울 영등포구,서울 영등포구 선유로24길 8,"육류,고기",한우꽃등심(500g),"한우꽃등심(500g) 80,000원 | 한우육회(200g) 25,000원 | 한우차돌박이(500g) 60,000원 | 냉면 7,000원",37.52260337,126.89092159,02-2675-6826,영업 전,12:00 오픈,수 12:00 ~ 22:00 / 14:00 ~ 17:00 브레이크타임 / 21:00 라스트오더 | 목 12:00 ~ 22:00 / 14:00 ~ 17:00 브레이크타임 / 21:00 라스트오더 | 금 12:00 ~ 22:00 / 14:00 ~ 17:00 브레이크타임 / 21:00 라스트오더 | 토 12:00 ~ 22:00 / 14:00 ~ 17:00 브레이크타임 / 21:00 라스트오더 | 일 휴무일 | 월 12:00 ~ 22:00 / 14:00 ~ 17:00 브레이크타임 / 21:00 라스트오더 | 화 12:00 ~ 22:00 / 14:00 ~ 17:00 브레이크타임 / 21:00 라스트오더,9244440,https://place.map.kakao.com/9244440,2.7,91,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 영등포구 선유로24길 8 (양평동1가 28-2),official_description,
170,170화,2025-07-08,[sub] 성시경의 먹을텐데 l 부산 금손1983 (with.이대호),https://www.youtube.com/watch?v=dBjCfY2fKQc,restaurant,mogeultende_64e90fe37c83,금손1983,대한민국,부산 수영구,부산 수영구 수영로680번길 54,중식,금손짬뽕,"금손8품오마카세코스 39,000원 | 지금바로볶는간짜장 10,000원 | 금손짬뽕 10,000원 | 생바질 탕수육 18,000원",35.16602623,129.11791318,051-711-1983,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 14:30 ~ 17:00 브레이크타임 | 목 11:00 ~ 22:00 / 14:30 ~ 17:00 브레이크타임 | 금 11:00 ~ 22:00 / 14:30 ~ 17:00 브레이크타임 | 토 11:00 ~ 22:00 / 14:30 ~ 17:00 브레이크타임 | 일 12:00 ~ 22:00 / 14:30 ~ 17:00 브레이크타임 | 월 11:00 ~ 22:00 / 14:30 ~ 17:00 브레이크타임 | 화 휴무일,855139094,https://place.map.kakao.com/855139094,3.6,216,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",부산,title_only,
171,171화,2025-07-10,[sub] 성시경의 먹을텐데 l 부산 중앙역 중앙곰탕,https://www.youtube.com/watch?v=k9pte2X-4NA,restaurant,mogeultende_07468098228a,중앙곰탕,대한민국,부산 중구,부산 중구 충장대로9번길 9,곰탕,양수백,"양수백 18,000원 | 수육 (소) 45,000원 | 양수육 (소) 45,000원 | 특양곰탕 14,000원",35.10611103,129.03734669,051-469-4117,영업 전,10:00 오픈,수 10:00 ~ 15:00 | 목 10:00 ~ 15:00 | 금 10:00 ~ 15:00 | 토 10:00 ~ 15:00 | 일 10:00 ~ 15:00 | 월 휴무일 | 화 10:00 ~ 15:00,10795079,https://place.map.kakao.com/10795079,4,494,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",부산 중구 충장대로9번길 9 동영빌딩지하 (중앙동4가 88-18),official_description,
172,172화,2025-07-24,[sub] 성시경의 먹을텐데 l 신사역 김수사,https://www.youtube.com/watch?v=jJwnrEp1CLo,restaurant,mogeultende_e3e6aec2c369,김수사,대한민국,서울 강남구,서울 강남구 도산대로12길 7,"초밥,롤",저녁생선회,"저녁생선회 100,000원 | 점심초밥 50,000원",37.51723002,127.02375202,02-542-5235,영업 전,11:30 오픈,수 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더 | 목 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더 | 금 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더 | 토 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더 | 일 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더 | 월 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더 | 화 11:30 ~ 22:00 / 14:00 ~ 17:30 브레이크타임 / 14:00 라스트오더 / 21:00 라스트오더,10201006,https://place.map.kakao.com/10201006,0,300,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 도산대로12길 7 지하1층 (논현동 5-13),official_description,
173,173화,2025-07-30,[sub] 성시경의 먹을텐데 l 서교동 국일순대국,https://www.youtube.com/watch?v=wCriYW5dB98,restaurant,mogeultende_46961dc6b86d,국일순대국,대한민국,서울 마포구,서울 마포구 월드컵북로5길 22,순대,순대국밥,"순대국밥 10,000원 | 순대국밥(특) 11,000원 | 술국 22,000원 | 수육(중) 25,000원",37.55708097,126.91750841,02-338-5823,영업 전,11:00 오픈,수 11:00 ~ 21:00 / 15:00 ~ 17:30 브레이크타임 | 목 11:00 ~ 21:00 / 15:00 ~ 17:30 브레이크타임 | 금 11:00 ~ 21:00 / 15:00 ~ 17:30 브레이크타임 | 토 휴무일 | 일 휴무일 | 월 11:00 ~ 21:00 / 15:00 ~ 17:30 브레이크타임 | 화 11:00 ~ 21:00 / 15:00 ~ 17:30 브레이크타임,536421960,https://place.map.kakao.com/536421960,4.3,46,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",서울 마포구 월드컵북로5길 22 국일빌딩 1층 (서교동 449-43),official_description,
174,174화,2025-08-12,[sub] 성시경의 먹을텐데 l 신사역 송셰프,https://www.youtube.com/watch?v=Xdhe0vlcdkg,restaurant,mogeultende_1d3edcda44cd,송쉐프 본점,대한민국,서울 강남구,서울 강남구 도산대로1길 40,중국요리,짜장면,"짜장면 9,000원 | 볶음짬뽕 13,000원 | 삼선간짜장+프라이 13,000원 | 볶음짜장 13,000원",37.51930038,127.01961479,02-546-1178,영업 전,11:00 오픈,수 11:00 ~ 21:30 | 목 11:00 ~ 21:30 | 금 11:00 ~ 21:30 | 토 11:00 ~ 21:30 | 일 11:00 ~ 21:30 | 월 11:00 ~ 21:30 | 화 11:00 ~ 21:30,1262079557,https://place.map.kakao.com/1262079557,3.6,188,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 강남구 도산대로1길 40 (신사동 507-11),official_description,
175,175화,2025-08-20,[sub] 성시경의 먹을텐데 l 을지로 문화옥,https://www.youtube.com/watch?v=BvUQLE3nD1Y,restaurant,mogeultende_2417cc3bc5a3,문화옥,대한민국,서울 중구,서울 중구 창경궁로 62-5,설렁탕,양지설렁탕,"양지설렁탕 13,000원 | 도가니탕 18,000원 | 족탕 26,000원 | 양지설렁탕(특) 17,000원",37.56807851,126.99846058,02-2265-0322,영업 중,21:00 까지,수 06:00 ~ 21:00 | 목 06:00 ~ 21:00 | 금 06:00 ~ 21:00 | 토 06:00 ~ 21:00 | 일 06:00 ~ 21:00 | 월 06:00 ~ 21:00 | 화 06:00 ~ 21:00,7873473,https://place.map.kakao.com/7873473,3.6,112,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 중구 창경궁로 62-5 (주교동 118-3),official_description,
176,176화,2025-08-25,[sub] 성시경의 먹을텐데 l 성수역 세스크멘슬,https://www.youtube.com/watch?v=cXmQC8Y1Ow0,restaurant,mogeultende_519c123ca0d6,세스크멘슬 본점,대한민국,서울 성동구,서울 성동구 성수이로14길 7,양식,마일리,"마일리 33,000원 | 커리부어스트 9,000원 | 보끼 35,000원 | 슈니첼 28,000원",37.54105313,127.05640607,02-6082-0393,영업 전,11:00 오픈,수 11:00 ~ 23:00 | 목 11:00 ~ 23:00 | 금 11:00 ~ 23:00 | 토 11:00 ~ 23:00 | 일 11:00 ~ 23:00 | 월 휴무일 | 화 11:00 ~ 23:00,578560649,https://place.map.kakao.com/578560649,3.9,433,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 성동구 성수이로14길 7 1층 (성수동2가 322-20),official_description,
177,177화,2025-08-29,[sub] 성시경의 먹을텐데 l 왕십리역 재수돈감자탕,https://www.youtube.com/watch?v=dI763TqdasE,restaurant,mogeultende_32608bb10cf4,재수돈감자탕 왕십리점,대한민국,서울 성동구,서울 성동구 왕십리로21길 13,감자탕,감자탕(중),"감자탕(중) 34,000원 | 뼈해장국 9,000원 | 감자탕(소) 29,000원 | 감자탕(대) 39,000원",37.56119028,127.03305821,02-2297-4652,영업 전,10:00 오픈,수 10:00 ~ 22:00 / 15:20 ~ 16:30 브레이크타임 / 14:50 라스트오더 | 목 10:00 ~ 22:00 / 15:20 ~ 16:30 브레이크타임 / 14:50 라스트오더 | 금 10:00 ~ 22:00 / 15:20 ~ 16:30 브레이크타임 / 14:50 라스트오더 | 토 10:00 ~ 22:00 / 15:20 ~ 16:30 브레이크타임 / 14:50 라스트오더 | 일 10:00 ~ 22:00 / 15:20 ~ 16:30 브레이크타임 / 14:50 라스트오더 | 월 휴무일 | 화 10:00 ~ 22:00 / 15:20 ~ 16:30 브레이크타임 / 14:50 라스트오더,1208902654,https://place.map.kakao.com/1208902654,4.5,119,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 성동구 왕십리로21길 13 1층 (행당동 292-9),official_description,
178,178화,2025-09-04,[sub] 성시경의 먹을텐데 l 홍대 철길왕갈비살,https://www.youtube.com/watch?v=-HMjbflpVIg,restaurant,mogeultende_4edc6d840391,철길왕갈비살,대한민국,서울 마포구,서울 마포구 와우산로32길 24,갈비,양념소갈비살,"양념소갈비살 20,000원 | 생소갈비살 20,000원 | 양념토시살 25,000원 | 양념안창살 25,000원",37.55460142,126.93161238,02-3143-2801,영업 전,12:00 오픈,수 12:00 ~ 23:00 / 22:30 라스트오더 | 목 12:00 ~ 23:00 / 22:30 라스트오더 | 금 12:00 ~ 23:00 / 22:30 라스트오더 | 토 12:00 ~ 23:00 / 22:30 라스트오더 | 일 12:00 ~ 23:00 / 22:30 라스트오더 | 월 12:00 ~ 23:00 / 22:30 라스트오더 | 화 12:00 ~ 23:00 / 22:30 라스트오더,13091834,https://place.map.kakao.com/13091834,3.4,132,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":true}",서울 마포구 와우산로32길 24 (창전동 4-2),official_description,
179,179화,2025-09-08,[sub] 성시경의 먹을텐데 l 목동역 대포항회집,https://www.youtube.com/watch?v=OJl_XAXANH0,restaurant,mogeultende_ed9bf10001ee,대포항,대한민국,서울 양천구,서울 양천구 오목로50길 1,회,대광어 (대),"대광어 (대) 65,000원 | 대광어 (중) 50,000원 | 대광어 (소) 40,000원 | 모듬(대광어,우럭)(대) 65,000원",37.52572051,126.86371986,02-2691-0711,영업 전,15:00 오픈,수 15:00 ~ 24:00 | 목 15:00 ~ 24:00 | 금 15:00 ~ 24:00 | 토 15:00 ~ 24:00 | 일 휴무일 | 월 15:00 ~ 24:00 | 화 15:00 ~ 24:00,27533447,https://place.map.kakao.com/27533447,3.8,31,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 양천구 오목로50길 1 대포항회집 (신정동 994-8),official_description,
180,180화,2025-09-12,[sub] 성시경의 먹을텐데 l 광주상무암뽕순대국밥,https://www.youtube.com/watch?v=MnDzadd1o64,restaurant,mogeultende_f4765babc68c,상무암뽕순대국 본점,대한민국,전남광주통합특별시 서구,전남광주통합특별시 서구 천변좌하로 292,순대,곱창구이,"곱창구이 22,000원 | 암뽕순대국밥 11,000원 | 매운곱창구이 24,000원 | 암뽕순대 22,000원",35.16017679,126.84657879,062-381-3117,영업 전,09:00 오픈,수 09:00 ~ 23:00 / 15:30 ~ 17:00 브레이크타임 | 목 09:00 ~ 23:00 / 15:30 ~ 17:00 브레이크타임 | 금 09:00 ~ 23:00 / 15:30 ~ 17:00 브레이크타임 | 토 09:00 ~ 23:00 / 15:30 ~ 17:00 브레이크타임 | 일 09:00 ~ 23:00 / 15:30 ~ 17:00 브레이크타임 | 월 휴무일 | 화 09:00 ~ 23:00 / 15:30 ~ 17:00 브레이크타임,1192427128,https://place.map.kakao.com/1192427128,4,224,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",광주 서구 천변좌하로 292 (치평동 1193-6),official_description,
181,181화,2025-09-15,[sub] 성시경의 먹을텐데 l 광주 25시소문난오돌뼈,https://www.youtube.com/watch?v=USVe_pWc3cg,restaurant,mogeultende_c2167864a676,25시소문난오돌뼈,대한민국,전남광주통합특별시 북구,전남광주통합특별시 북구 저불로69번길 15,"육류,고기",오돌뼈(1인),"오돌뼈(1인) 13,000원 | 갈매기살(1인) 13,000원 | 막창(1인) 13,000원 | 삼겹살(1인) 14,000원",35.18054206,126.89366236,062-514-5292,영업 전,16:00 오픈,수 16:00 ~ 23:50 / 23:00 라스트오더 | 목 16:00 ~ 23:50 / 23:00 라스트오더 | 금 16:00 ~ 23:50 / 23:00 라스트오더 | 토 16:00 ~ 23:50 / 23:00 라스트오더 | 일 16:00 ~ 23:50 / 23:00 라스트오더 | 월 16:00 ~ 23:50 / 23:00 라스트오더 | 화 16:00 ~ 23:50 / 23:00 라스트오더,18521689,https://place.map.kakao.com/18521689,4.7,100,"{""reservation"":true,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":true,""pets"":false,""wifi"":false}",광주 북구 저불로69번길 11 (용봉동 1361-2),official_description,
182,182화,2025-09-26,[sub] 성시경의 먹을텐데 l 삼전역 돈푸짐감자탕,https://www.youtube.com/watch?v=P8e2gPK5zZY,restaurant,mogeultende_5233d9eca01a,돈푸짐감자탕,대한민국,서울 송파구,서울 송파구 백제고분로 169,감자탕,미니감자탕(2인분),"뼈해장국 (1인분) 11,000원 | 감자탕 (소) 33,000원 | 미니감자탕(2인분) 24,000원 | 전복 해물뼈찜 (중) 55,000원",37.50524499,127.08569512,02-412-2025,영업 전,10:00 오픈,수 10:00 ~ 24:00 | 목 00:00 ~ 24:00 | 금 00:00 ~ 24:00 | 토 00:00 ~ 24:00 | 일 00:00 ~ 24:00 | 월 00:00 ~ 24:00 | 화 휴무일,1500248496,https://place.map.kakao.com/1500248496,4.1,131,"{""reservation"":true,""delivery"":true,""accessible"":true,""takeout"":true,""parking"":true,""pets"":false,""wifi"":true}",서울 송파구 백제고분로 169 (잠실동 234-14),official_description,
183,183화,2025-09-30,[sub] 성시경의 먹을텐데 l 상봉역 부흥축산,https://www.youtube.com/watch?v=6D0dhN2y0b8,restaurant,mogeultende_75a387e42ca2,부흥축산,대한민국,서울 중랑구,서울 중랑구 봉우재로 137,"육류,고기",국내산한우,국내산한우 변동가격 | 한돈 암퇘지 변동가격,37.5932464,127.08814773,02-494-8315,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 | 목 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 | 금 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 | 토 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 | 일 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 | 월 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임 | 화 11:00 ~ 22:00 / 15:00 ~ 16:00 브레이크타임,1735183838,https://place.map.kakao.com/1735183838,4.4,162,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":false,""pets"":false,""wifi"":false}",서울 중랑구 봉우재로 137 1층 (봉우재로 137 1층),official_description,
184,184화,2025-10-14,[sub] 성시경의 먹을텐데 l 논현동 청석골,https://www.youtube.com/watch?v=8JQNbjWEze0,restaurant,mogeultende_70b59d746ac9,청석골,대한민국,서울 강남구,서울 강남구 도산대로38길 12,한식,생삼겹살(180g),"생삼겹살(180g) 17,000원 | 청석골정식 9,000원 | 된장찌개(식사) 10,000원 | 골뱅이무침 27,000원",37.51984186,127.03207618,02-511-9588,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 14:30 ~ 16:30 브레이크타임 | 목 11:00 ~ 22:00 / 14:30 ~ 16:30 브레이크타임 | 금 제헌절 휴무 | 토 휴무일 | 일 휴무일 | 월 11:00 ~ 22:00 / 14:30 ~ 16:30 브레이크타임 | 화 11:00 ~ 22:00 / 14:30 ~ 16:30 브레이크타임,16765360,https://place.map.kakao.com/16765360,4.7,29,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 강남구 도산대로38길 12 (논현동 64-19),official_description,
185,185화,2025-10-21,"[sub] 성시경의 먹을텐데 l 도쿄 후지키, 오사카 돈조쿠 비짱",https://www.youtube.com/watch?v=jogtpBx1cC4,travel_special,,,,,,,,,,,,,,,,,,,{},,,해외 식당 2곳은 국내 전용 데이터셋 정책으로 제외
186,186화,2025-10-28,[sub] 성시경의 먹을텐데 l 을지로 인천집,https://www.youtube.com/watch?v=ysMucw9HzSc,restaurant,mogeultende_819f5dabc009,인천집,대한민국,서울 중구,서울 중구 다동길 36,"족발,보쌈",제육보쌈 (대),"제육보쌈 (대) 50,000원 | 조개칼국수 10,000원 | 제육굴보쌈 (대) 60,000원 | 제육보쌈 (중) 40,000원",37.56780943,126.98125539,02-776-6583,영업 전,11:00 오픈,수 11:00 ~ 22:00 / 15:00 ~ 17:00 브레이크타임 | 목 11:00 ~ 22:00 / 15:00 ~ 17:00 브레이크타임 | 금 11:00 ~ 22:00 / 15:00 ~ 17:00 브레이크타임 | 토 11:00 ~ 22:00 / 15:00 ~ 17:00 브레이크타임 | 일 휴무일 | 월 11:00 ~ 22:00 / 15:00 ~ 17:00 브레이크타임 | 화 11:00 ~ 22:00 / 15:00 ~ 17:00 브레이크타임,9352032,https://place.map.kakao.com/9352032,3.1,222,"{""reservation"":false,""delivery"":false,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":false}",서울 중구 다동길 36 2층 (서울 중구 다동 60),official_description,
187,187화,2025-11-10,[sub] 성시경의 먹을텐데 l 압구정로데오 뱃고동,https://www.youtube.com/watch?v=Jh-xHVzBL80,restaurant,mogeultende_7c1568fe71f7,뱃고동,대한민국,서울 강남구,서울 강남구 언주로172길 54,"해물,생선",오징어튀김,"오징어튀김 15,000원 | 오징어불고기백반 (점심메뉴) 9,000원 | 산낙지전골(1인분) 30,000원 | 산낙지불고기(1인분) 30,000원",37.52684989,127.0380434,02-514-8008,영업 전,11:30 오픈,수 11:30 ~ 21:30 / 21:00 라스트오더 | 목 11:30 ~ 21:30 / 21:00 라스트오더 | 금 11:30 ~ 21:30 / 21:00 라스트오더 | 토 11:30 ~ 21:30 / 21:00 라스트오더 | 일 11:30 ~ 21:30 / 21:00 라스트오더 | 월 11:30 ~ 21:30 / 21:00 라스트오더 | 화 11:30 ~ 21:30 / 21:00 라스트오더,25046575,https://place.map.kakao.com/25046575,3.9,984,"{""reservation"":true,""delivery"":true,""accessible"":false,""takeout"":true,""parking"":false,""pets"":false,""wifi"":true}",서울 강남구 언주로172길 54 (신사동 663),official_description,
188,188화,2025-11-17,[sub] 성시경의 먹을텐데 l 을지로 우래옥,https://www.youtube.com/watch?v=0pUfMIx-juk,restaurant,mogeultende_e61a8b58270b,우래옥 본점,대한민국,서울 중구,서울 중구 창경궁로 62-29,냉면,전통평양냉면,"전통평양냉면 18,000원 | 김치말이냉면 18,000원 | 한우육개장 20,000원 | 불고기 (1인분) 46,000원",37.56821186,126.99871866,02-2265-0151,영업 전,11:30 오픈,수 11:30 ~ 21:00 | 목 11:30 ~ 21:00 | 금 11:30 ~ 21:00 | 토 11:30 ~ 21:00 | 일 11:30 ~ 21:00 | 월 휴무일 | 화 11:30 ~ 21:00,8025375,https://place.map.kakao.com/8025375,4.1,1216,"{""reservation"":false,""delivery"":false,""accessible"":true,""takeout"":false,""parking"":true,""pets"":false,""wifi"":false}",서울 중구 창경궁로 62-29 (주교동 118-1),official_description,
